No,Active_Ingredient,Concentration,Drug_Name,License_Code,Form,Manufacturer,Made_In,Minimum_Unit,Quantity,Price_w_VAT,Price_Total,Bidder,Department_Hospital,Group,Year,Level,Fiscal_Year,code,Is_AB,Usage
9730,Cefixime,200mg,Bicebid 200,VD-10080-10,"Hộp 10 vỉ x 10 viên, viên nang, uống",Bidiphar - Việt Nam,Vietnam,Viên,6e3,1460,876e4,BÌNH ĐỊNH,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52352,TRUE,Oral
9731,Cefoperazon,1g,Bifopezon 1g,VD-12204-10,"Hộp 10 lọ, thuốc tiêm bột, tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,5e4,11970,5985e5,BÌNH ĐỊNH,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52353,TRUE,Injection
9732,Cefotaxime,1g,Cefotaxim VCP,VD-18400-13,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV",VCP - Việt Nam,Vietnam,Lọ,2e4,6600,132e6,VCP,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52354,TRUE,Injection
9733,Ceftazidime,1g,Ceftazidim VCP,VD-18403-13,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV",VCP - Việt Nam,Vietnam,Lọ,1e5,12e3,12e8,VCP,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52355,TRUE,Injection
9734,Ceftizoxime,1g,Ceftizoxim VCP,VD-17036-12,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV",VCP - Việt Nam,Vietnam,Lọ,1e4,23390,2339e5,VCP,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52356,TRUE,Injection
9735,Ceftriaxone,1g,Hacefxone 1g,VD-18728-13,Hộp 1 lọ x 1g thuốc bột pha tiêm,Công ty  CPDP Hà Tây  - Việt Nam,Vietnam,Lọ,1e5,8400,84e7,HÀ TÂY,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52357,TRUE,Injection
9736,Cefuroxime,"1,5g",Rofuoxime,VD-19218-13,Hộp 10 lọ bột pha tiêm,Cty TNHH Phil Inter Pharma/Việt Nam,Vietnam,Lọ,2e4,16800,336e6,MEZA,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52358,TRUE,Injection
9737,Cefuroxime,125mg,CEFUROVID 125mg,VD-13902-11,Hộp 10gói x 3g. Bột pha uống,Vidiphar - Việt Nam,Vietnam,Gói,1e3,1740.9,1740900,VIDIPHA,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52359,TRUE,Oral
9738,Cefuroxime,250mg,CEFUROVID 250mg,VD-13903-11,Hộp 2vỉ 5v.nén. Viên uống,Vidiphar - Việt Nam,Vietnam,Viên,7e3,1528.8,10701600,VIDIPHA,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52360,TRUE,Oral
9739,Cefuroxime,500mg,CEFUROXIM 500mg,VD-12962-10,Hộp 2vỉ 5v.nén bp. Viên uống,Vidiphar - Việt Nam,Vietnam,Viên,1e4,2700.6,27006e3,VIDIPHA,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52361,TRUE,Oral
9740,Cefuroxime,"0,75g",Cefuroxim 750mg,VD-17998-12,"Hộp 10 lọ, thuốc  bột pha tiêm, IM/IV",VCP - Việt Nam,Vietnam,Lọ,5e4,9500,475e6,VCP,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52362,TRUE,Injection
9746,Ciprofloxacin,500mg,Cifga,VD-20549-14,v/10 h/20 viên nén bao phim; uống,CTy TNHH MTV Dược phẩm DHG Việt Nam,Vietnam,Viên,15e3,494,741e4,HẬU GIANG,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52368,TRUE,Oral
9759,Doxycycline,100mg,Doxycyclin 100mg,VD-14122-11,"Hộp 50 vỉ x 10 viên nang, uống",Công ty  CPDP Hà Tây  - Việt Nam,Vietnam,Viên,5e3,294,147e4,HÀ TÂY,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52381,TRUE,Oral
9817,Meropenem,1g,Bironem 1g,VD-23138-15,"Hộp 10 lọ, thuốc tiêm bột, tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,1e4,93996,93996e4,BÌNH ĐỊNH,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52439,TRUE,Injection
9818,Meropenem,500mg,Bironem 500,VD-23139-15,"Hộp 10 lọ, thuốc tiêm bột, tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,5e3,65982,32991e4,BÌNH ĐỊNH,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52440,TRUE,Injection
9826,Metronidazole,250mg,Metronidazol 250mg,VD-12849-10,"Hộp 50 vỉ x 10 viên  nén, uống",Công ty  CPDP Hà Tây  - Việt Nam,Vietnam,Viên,12e3,122,1464e3,HÀ TÂY,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52448,TRUE,Oral
9829,Moxifloxacin,400mg/250ml,Biviflox,VD-19017-13,"Hộp 1 lọ 250ml, Dung dịch tiêm truyền, Tiêm truyền",Pharbaco,Vietnam,Chai,5e3,27e4,135e7,VẠN XUÂN,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52451,TRUE,Injection
9846,Ofloxacin,200mg,Ofloxacin 200mg,VD-15528-11,Hộp 10 vỉ x 10 viên BP /Viên BP uống,Mekophar-Việt Nam,Vietnam,Viên,5e3,399,1995e3,MEKOPHAR,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52468,TRUE,Oral
9849,Oxacillin,1g,Oxacillin 1g,VD-16216-12,"Hộp 1 lọ + 1 ống dung môi 5ml, thuốc tiêm bột, tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,6e3,15897,95382e3,BÌNH ĐỊNH,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52471,TRUE,Injection
9858,Pefloxacin,400mg,Vinpecine 400mg/5ml,VD-19989-13,"Hộp 5ống, DD tiêm, tiêm",Vinphaco - Việt Nam,Vietnam,Ống,5e3,12600,63e6,VĨNH PHÚC,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52480,TRUE,Injection
9889,Streptomycin,1g,Streptomycin 1g,VD-15830-11,"Hộp 50 lọ, bột pha tiêm, tiêm",Pharbaco - Việt Nam,Vietnam,Lọ,1e3,3600,36e5,PHARBACO,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52511,TRUE,Injection
9893,Teicoplanin,200mg,Prebivit 200,VD-20832-14,"Hộp 1 lọ, Bột pha tiêm, Tiêm",Pharbaco,Vietnam,Lọ,1e4,185e3,185e7,VẠN XUÂN,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52515,TRUE,Injection
9894,Teicoplanin,400mg,Prebivit 400,VD-20833-14,"Hộp 1 lọ, Bột pha tiêm, Tiêm",Pharbaco,Vietnam,Lọ,1e4,37e4,37e8,VẠN XUÂN,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52516,TRUE,Injection
9913,Vancomycin,500mg,Vancomycin,VD-12220-10,"Hộp 1 lọ + 1 ống dung môi 10ml, thuốc tiêm đông khô, tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,5e3,34482,17241e4,BÌNH ĐỊNH,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52535,TRUE,Injection
9914,Vancomycin,1g,Valbivi 1g,VD-18366-13,"Hộp 1 lọ, hộp 10 lọ, hộp 50 lọ, Bột pha tiêm, Tiêm",Pharbaco,Vietnam,Lọ,5e3,69999,349995e3,VẠN XUÂN,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52536,TRUE,Injection
9933,Cefepime,1g,Muscef,VD-16486-12,Hộp 10 lọ; Hộp 1 lọ thuốc bột pha tiêm,Công ty CPDP Glomed - Việt Nam,Vietnam,Lọ,1e3,19e3,19e6,GLOMED,Bệnh viện ĐH Y HN,5,2016,national,2016-2017,C52555,TRUE,Injection
9956,Levofloxacin,500mg,Ceteco Leflox 500,VD-17197-12,"Viên nén bao phim, uống",CETECO US- Việt Nam,Vietnam,Viên,5e3,811,4055e3,TW3,Bệnh viện ĐH Y HN,5,2016,national,2016-2017,C52578,TRUE,Oral
9963,Netilmicin,100mg/2ml,Nelcin,VD-20891-14,"Hộp 1 vỉ x10 ống, DD tiêm, tiêm",Vinphaco- Việt Nam,Vietnam,Ống,3e3,24500,735e5,VĨNH PHÚC,Bệnh viện ĐH Y HN,5,2016,national,2016-2017,C52585,TRUE,Oral
9968,Norfloxacin,400mg,NEGAFLOX,VN-10971-10,Hộp 10 vỉ x 10 viên-Viên nén bao phim-Uống,Cadila Healthcare Ltd.-India,India,Viên,1e3,3400,34e5,HAPHARCO,Bệnh viện ĐH Y HN,5,2016,national,2016-2017,C52590,TRUE,Oral
10030,Cefoperazon,1g,Medocef 1g,VN-15539-12,"Bột pha tiêm , Tiêm",Medochemie Ltd,Cyprus,Lọ,2e3,47500,95e6,Kim Đô,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52652,TRUE,Injection
10064,Amikacin,250mg,Selemycin 250mg/2ml,VN-12572-11,"Dung dịch tiêm, Tiêm","Medochemie Ltd., - Ampoule Injectable facility",Cyprus,Ống,3e3,36e3,108e6,Gia Minh,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52686,TRUE,Injection
10065,Amikacin,500mg/100ml,Amikacin,VN-13686-11,Dung dịch tiêm truyền tĩnh mạch,JW Pharmaceutical Corporation,Korea,Chai,6e3,50500,303e6,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52687,TRUE,Injection
10074,Amoxicillin,250mg,Amoxicilin 250mg,VD-18307-13,"Viên nang cứng, uống.",Công ty CPDP Minh Dân,Vietnam,Viên,12e4,328,3936e4,Minh Dân,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52696,TRUE,Oral
10077,Amoxicillin,500mg,Moxacin,VD-14845-11,"Viên nang, Uống",DOMESCO,Vietnam,Viên,1e5,1449,1449e5,Domesco,Bệnh viện ĐK Uông Bí Quảng Ninh,4,2016,national,2016-2017,C52699,TRUE,Oral
10080,Ampicillin,1g,Ampicillin 1g,VD-24793-16,"Bột pha tiêm, tiêm.",Công ty CPDP Minh Dân,Vietnam,Lọ,2e3,3591,7182e3,Minh Dân,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52702,TRUE,Injection
10091,Roxithromycin,500mg,Zibac,VN-14604-12,Tiêm,Popular Pharmaceuticals Ltd,Bangladesh,Lọ,500,72e3,36e6,Virphaco,Bệnh viện ĐK Uông Bí Quảng Ninh,5,2016,national,2016-2017,C52713,TRUE,Injection
10092,Roxithromycin,200mg/ 5ml x 15ml,Zitromax Pos Sus 200mg5ml 15ml,VN-13300-11,Uống,Haupt Pharma Latina Srl,Italy,Lọ,2e3,115988,231976e3,DLTW2,Bệnh viện ĐK Uông Bí Quảng Ninh,BDG,2016,national,2016-2017,C52714,TRUE,Oral
10093,Roxithromycin,250mg,Azicine,VD-20541-14,Uống,LD Stada VN,Vietnam,Viên,1e4,3780,378e5,Hồng Dương,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52715,TRUE,Oral
10131,Cefaclor,125mg,Cefaclor 125mg,VD-21657-14,Bột pha hỗn dịch; uống,Công ty CPDP Minh Dân,Vietnam,Gói,15e3,1248,1872e4,Minh Dân,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52753,TRUE,Oral
10132,Cefaclor,250mg,Pyfaclor 250mg,VD-24448-16,"Viên nang cứng, Hộp 1 vỉ x 12 viên - Uống","CTCP 
Pymepharco",Vietnam,Viên,2e5,4452,8904e5,Pymepharco,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52754,TRUE,Oral
10133,Cefamandole,1g,Tarcefandol,VN-17603-13,Tiêm,Tarchomin Pharmaceutical Works Polfa S.A,Poland,Lọ,25e3,66800,167e7,Quốc Tê,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52755,TRUE,Injection
10134,Cefepime,1g,Cefeme 1g,VN-19241-15,"Bột pha tiêm bắp, tiêm tĩnh mạch, Tiêm",Medochemie Ltd-Factory C,Cyprus,Lọ,6e3,92800,5568e5,Gia Minh,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52756,TRUE,Injection
10135,Cefixime,100mg,CEFIMBRANO 100,VD-24308-16,Hộp 10 gói 2g. Bột pha uống,Vidipha,Vietnam,Gói,25e3,1318.8,3297e4,Vidipha,Bệnh viện ĐK Uông Bí Quảng Ninh,4,2016,national,2016-2017,C52757,TRUE,Oral
10136,Cefixime,200mg,Bicebid 200,VD-10080-10,Uống,Bidiphar,Vietnam,Viên,6e4,1239,7434e4,Bình Định,Bệnh viện ĐK Uông Bí Quảng Ninh,4,2016,national,2016-2017,C52758,TRUE,Oral
10137,Cefotaxime,1g,Pencefax 1g,VN-18730-15,"Hộp 1 lọ, Bột pha tiêm","Laboratorio Reig Jofre, S.A",Spain,Lọ,6e4,19950,1197e6,CPC1 TW,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52759,TRUE,Injection
10138,Cefotaxime,1g,Taxibiotic 1000,VD-19007-13,Tiêm,Công ty CPDP Tenamyd (EU-GMP),Vietnam,Lọ,15e4,13965,209475e4,Tenamyd,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52760,TRUE,Injection
10139,Cefoxitin,1g,Cefoxitin Panpharma 1g,3605/QLD-KD,"Bột pha tiêm, Tiêm",Panpharma,France,Lọ,6500,157990,1026935e3,Sao Mai,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52761,TRUE,Injection
10140,Cefpirom,1g,Minata Inj. 1g,VN-16740-13,Tiêm,Kyongbo Pharm,Korea,Lọ,3e3,132600,3978e5,DPTW2,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52762,TRUE,Injection
10141,Ceftazidime,2g,Ceftazidime Kabi 2g,VN-13543-11,"Bột pha dung dịch tiêm, Tiêm","Labesfal-Laboratorios Almiro, SA",Portugal,Lọ,2e3,115990,23198e4,Sao Mai,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52763,TRUE,Injection
10142,Ceftazidime,1g,Ceftazidime Kabi 1g,VN-13542-11,Bột pha dung dịch tiêm; Tiêm,"Labesfal-Laboratorios Almiro, SA",Portugal,Lọ,3e4,34900,1047e6,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52764,TRUE,Injection
10143,Ceftazidime,1g,Zidimbiotic 1000,VD-19012-13,Tiêm,Công ty CPDP Tenamyd (EU-GMP),Vietnam,Lọ,4e4,25620,10248e5,Tenamyd,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52765,TRUE,Injection
10144,Ceftizoxime,1g,CKDCeftizoxime Inj.1g,VN-19574-16,Thuốc bột pha tiêm; Tiêm,Chong Kun Dang Pharm Corporation,Korea,Lọ,4e3,67e3,268e6,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52766,TRUE,Injection
10145,Ceftriaxone,2g,Burometam 2g,VN-19328-15,Hộp 25 lọ bột pha tiêm,Panpharma,France,Lọ,3e3,96400,2892e5,Minh Thảo,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52767,TRUE,Injection
10146,Ceftriaxone,1g,Tercef 1g,VN-17628-14,Tiêm,Balkanpharma Razgrad AD,Bulgary,Lọ,2e4,19740,3948e5,Thăng Long,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52768,TRUE,Injection
10147,Cefuroxime,0.5g,Zinnat Tab 500mg 10's,VN-10261-10,Uống,Glaxo Operations UK Ltd -Anh,UK,Viên,3e3,24589,73767e3,DLTW2,Bệnh viện ĐK Uông Bí Quảng Ninh,BDG,2016,national,2016-2017,C52769,TRUE,Oral
10148,Cefuroxime,0.5g,Medaxetine 500mg,VN-15976-12,"Viên nén bao phim, Uống",Medochemie Ltd,Cyprus,Viên,8e3,11210,8968e4,Nam Phương,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52770,TRUE,Oral
10158,Ciprofloxacin,500mg,Ciprobay Tab 500mg 10's,VN-14009-11,Uống,Bayer Pharma AG,Germany,Viên,6e3,13913,83478e3,DLTW2,Bệnh viện ĐK Uông Bí Quảng Ninh,BDG,2016,national,2016-2017,C52780,TRUE,Oral
10159,Ciprofloxacin,500mg,Scanax 500,VD-9061-09,Uống,LD Stada VN,Vietnam,Viên,6e4,800,48e6,Hồng Dương,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52781,TRUE,Oral
10160,Ciprofloxacin,200mg/100ml,Ciprofloxacin Kabi,VD-20943-14,Dung dịch tiêm; Tiêm,Công ty cổ phần Fresenius Kabi Bidiphar,Vietnam,Lọ,22e3,16590,36498e4,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52782,TRUE,Injection
10161,Moxifloxacin,200mg/20ml,Proxacin 1%,VN-15653-12,Hộp 10 chai 20ml dung dịch đậm đặc pha tiêm truyền,Warsaw Pharmaceutical Works Polfa S.A,Poland,Lọ,1e4,136e3,136e7,Minh Thảo,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52783,TRUE,Injection
10165,Roxithromycin,250mg,Clarithromycin stada 250mg,VD-11961-10,Uống,LD Stada VN,Vietnam,Viên,7e3,3465,24255e3,Hồng Dương,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52787,TRUE,Oral
10166,Roxithromycin,500mg,Clarithromycin stada 500mg,VD-11962-10,Uống,LD Stada VN,Vietnam,Viên,2e4,5500,11e7,Hồng Dương,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52788,TRUE,Oral
10167,Clindamycin,600mg,ClidacinVianex,VN-18860-15,Tiêm,Vianex S.A -nhà máy A,Greece,Ống,4e3,92e3,368e6,Tân An,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52789,TRUE,Injection
10172,Chloramphenicol,1g,Chloramphenicol 1g,VD-23140-15,Tiêm,Bidiphar,Vietnam,Lọ,2e3,9786,19572e3,Bình Định,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52794,TRUE,Injection
10175,Cloxacillin,500mg,Cloxacillin 500 capsules,8745/QLD-KD,Uống,Remedica Ltd,Cyprus,Viên,1e4,5200,52e6,Quốc Tê,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52797,TRUE,Oral
10203,Doxycycline,100mg,DOXYCYCLIN 100mg,VD-14436-11,Hộp 10vỉ 10v.nang. Viên uống,Vidipha,Vietnam,Viên,4e3,306.6,1226400,Vidipha,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52825,TRUE,Oral
10251,Gentamicin,"0,3% 5g",Gentamicin,VD-11133-10(Kèm CV gia hạn số 8873/QLD-ĐK ngày 30/5/2016),Thuốc mỡ Tra mắt,Quảng Bình,Vietnam,Tube,2e3,2900,58e5,VTYT QN,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52873,TRUE,Ocular/Otic route
10252,Gentamicin,40mg,Gentamicin Kabi 40mg/ml,VD-22590-15,Dung dịch tiêm; Tiêm,Công ty cổ phần Fresenius Kabi Bidiphar,Vietnam,Ống,1e4,1040,104e5,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52874,TRUE,Injection
10253,Gentamicin,80mg/2ml,Gentamicin Kabi 80mg/2ml,VD-20944-14,Dung dịch tiêm; Tiêm,Công ty cổ phần Fresenius Kabi Bidiphar,Vietnam,Ống,8e4,924,7392e4,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52875,TRUE,Injection
10321,Levofloxacin,500mg,Cravit Tab 500mg 5's,VN-19455-15,Uống,Interthai Pharmaceutical Manufacturing Ltd.,Thailand,Viên,1e3,37950,3795e4,DLTW2,Bệnh viện ĐK Uông Bí Quảng Ninh,BDG,2016,national,2016-2017,C52943,TRUE,Oral
10322,Levofloxacin,500mg,TAVANIC TAB 500mg B5 Tabs,VN-19455-15,Uống,Sanofi Winthrop Industrie,France,Viên,1e3,36550,3655e4,DLTW2,Bệnh viện ĐK Uông Bí Quảng Ninh,BDG,2016,national,2016-2017,C52944,TRUE,Oral
10323,Levofloxacin,500mg 100ml,Levofloxacino G.E.S. 5mg/ml,VN-15777-12,Tiêm truyền,"Biomendi, S.A",Spain,Túi,3500,115e3,4025e5,Tân An,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52945,TRUE,Injection
10332,Linezolid,600mg,Forlen,VD-19658-13,Uống,"Công ty TNHH
 Dược phẩm Đạt Vi Phú",Vietnam,Viên,1e3,24150,2415e4,Nam Việt,Bệnh viện ĐK Uông Bí Quảng Ninh,5,2016,national,2016-2017,C52954,TRUE,Oral
10351,Meropenem,"0,5g","Mizapenem 0,5g",VD-20773-14,"Bột pha tiêm, tiêm.",Công ty CPDP Minh Dân,Vietnam,Lọ,500,62979,31489500,Minh Dân,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C52973,TRUE,Injection
10352,Meropenem,500mg,Maxpenem Injection 500mg,VN-12402-11,"Bột pha tiêm, Tiêm",JW Pharmaceutical Corporation,Korea,Lọ,500,125e3,625e5,Hoàng Đức,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C52974,TRUE,Injection
10377,Metronidazole,500mg/100ml,Trichopol,VN-18045-14,Hộp 1 túi Dung dịch truyền 100ml,Pharmaceutical Works Polpharma S.A,Poland,Túi,2e4,28e3,56e7,Phú Thái,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C52999,TRUE,Injection
10378,Metronidazole,250mg,Incepdazol 250 tablet,VN-18262-14,"Viên nén bao phim, uống",Incepta  Pharmaceuticals Limited,Bangladesh,Viên,1e5,427.5,4275e4,Nam Phương,Bệnh viện ĐK Uông Bí Quảng Ninh,2,2016,national,2016-2017,C53000,TRUE,Oral
10379,Metronidazole,500mg,Metronidazol Kabi,VD-12493-10 (Đã gia hạn),Tiêm truyền,Công ty cổ phần Fresenius Kabi Bidiphar,Vietnam,Lọ,2e4,9030,1806e5,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C53001,TRUE,Injection
10419,Ofloxacin,3mg/g,Oflovid Ophthalmic Ointment,VN-18723-15,Thuốc mỡ tra mắt - Tra mắt,Santen Pharmaceutical Co. Ltd.,Japan,Tube,2e3,70306,140612e3,Vimedimex,Bệnh viện ĐK Uông Bí Quảng Ninh,BDG,2016,national,2016-2017,C53041,TRUE,Ocular/Otic route
10420,Ofloxacin,15mg/ 5ml,"Ofloxacin 0,3%",VD-23602-15,Dung dịch nhỏ mắt,Công ty CPDP Minh Dân,Vietnam,Lọ,300,4178,1253400,Minh Dân,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C53042,TRUE,Ocular/Otic route
10531,Tetracycline,1%; 5g,Tetracyclin,VD-12463-10 có công văn gia hạn,H/100 tube 5g Thuốc mỡ tra mắt,Medipharco Tenamyd BR s.r.l,Vietnam,Tube,500,2415,1207500,Medipharco,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C53153,TRUE,Ocular/Otic route
10537,Tinidazole,500mg,Tinidazol 500mg,VD-23148-15,Uống,Bidiphar,Vietnam,Viên,1e4,672,672e4,Bình Định,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C53159,TRUE,Oral
10538,Tinidazole,500mg/100ml,Tinidazol Kabi,VD-19570-13,Dung dịch tiêm truyền; Tiêm,Công ty cổ phần Fresenius Kabi Bidiphar,Vietnam,Lọ,2e3,26250,525e5,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,3,2016,national,2016-2017,C53160,TRUE,Injection
10539,Tobramicin,"0,3%; 5ml",Tobrin,VN-10714-10,"Hộp 1 lọ 5ml, dung dịch nhỏ mắt",Balkanpharma Razgrad AD,Bulgary,Lọ,5e3,39e3,195e6,Phương Linh,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C53161,TRUE,Ocular/Otic route
10540,Tobramicin,80mg,Tobramycin Kabi,VD-23173-15,Dung dịch tiêm; Tiêm,Công ty cổ phần Fresenius Kabi Bidiphar,Vietnam,Ống,200,15750,315e4,Bạch Đằng,Bệnh viện ĐK Uông Bí Quảng Ninh,5,2016,national,2016-2017,C53162,TRUE,Injection
10559,Vancomycin,500mg,Valacin 500mg,VN-18788-15,"Hộp 1 lọ, Bột pha tiêm","Laboratorio Reig Jofre, S.A",Spain,Lọ,1e3,68250,6825e4,CPC1 TW,Bệnh viện ĐK Uông Bí Quảng Ninh,1,2016,national,2016-2017,C53181,TRUE,Injection
10591,Cefoperazon,1g,Medocef 1g,VN-15539-12,Hộp 50 lọ,Medochemie Ltd,Cyprus,Lọ,2e3,47500,95e6,Công ty TNHH Dược Kim Đô,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53213,TRUE,"NA"
10622,Cefazolin,1g,Biofazolin,VN-10782-10(Có giấy biên nhận hồ sơ đăng ký kèm theo),Hộp 1 lọ,Pharmaceutical Works Polpharma S.A,Poland,Lọ,1e4,23e3,23e7,Công ty cổ phần Dược -Thiết bị y tế Đà Nẵng,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53244,TRUE,"NA"
10623,Cefotaxime,1g,Tarcefoksym,VN-18015-14,Hộp 1 lọ,Warsaw,Poland,Lọ,3e3,23710,7113e4,Công ty Cổ Phần Dược Phẩm Trung Ương  CPC1,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53245,TRUE,"NA"
10624,Cefoxitin,2g,Cefoxitin Gerda 2g,10311/QLD-KD,hộp 10 lọ bột pha tiêm,"LDP Labratorios Torlan, SA- Tây Ban Nha",Spain,Lọ,6e3,238e3,1428e6,Công ty TNHH Thương Mại Hami,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53246,TRUE,Injection
10625,Ceftazidime,1g,Ceftazidime Panpharma 1g,VN-16407-13,Hộp 10 lọ/25 lọ/50 lọ,Panpharma,France,Lọ,5e3,35e3,175e6,Công ty Cổ phần Dược phẩm Vipharco,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53247,TRUE,"NA"
10626,Ceftriaxone,1g,Ceftriaxone Panpharma,VN-14834-12,Hộp 25 lọ,Panpharma,France,Lọ,6e3,21400,1284e5,Công ty Cổ phần Dược phẩm Vipharco,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53248,TRUE,"NA"
10627,Cefuroxime,1500mg,Medaxetine 1.5g,VN-19244-15,Hộp 01 lọ,Medochemie Ltd,Cyprus,Lọ,12e3,42e3,504e6,Công ty TNHH Thương Mại Dược Phẩm Thiên Kim,Bệnh viện ĐKTW Quảng Nam,1,2016,national,2016-2017,C53249,TRUE,"NA"
